id	best_100	chosen_value	distance
1151.0	0.1	1.1485577263830307	0.860624026696179
1126.0	0.15	1.2546727696846158	1.2053086681238219
39.0	0.1	1.128339800659441	1.1318496234536617
793.0	0.2	1.1205587385094578	1.06232397065172
607.0	0.1	1.1191793414504356	0.8009977699622435
670.0	0.1	1.0345970001882114	0.9851243609845646
1561.0	0.1	1.3618970369129968	1.176807805078399
1482.0	0.15	1.1780560012033787	0.6299628563696756
1516.0	0.05	1.2610385372378445	1.193894041008212
237.0	0.05	1.1839366951820192	1.1552351969174315
240.0	0.1	1.0594737782896602	0.9622779122735361
1488.0	0.15	1.4277279445152609	0.9861256260209521
1411.0	0.05	1.2831064057059405	0.96874373622622
1585.0	0.1	1.239150962242749	0.9861035001571828
1466.0	0.05	1.3840513976103896	0.8570377079314506
347.0	0.15	1.2550373322425856	0.6478093181339661
330.0	0.2	1.2895890335947686	1.2918459332145371
1021.0	0.15	1.002003080694359	0.7335154006343755
1056.0	0.1	1.3204306961985066	1.138215497110969
777.0	0.1	1.2652823353877147	1.0081910085274461
33.0	0.1	1.2699031927009952	1.0362765123758613
700.0	0.1	1.2552078824287798	1.1231255099221744
44.0	0.1	0.9557023556912023	0.9650205998063133
694.0	0.15	1.2117554898715637	1.0272047273735314
799.0	0.2	1.2769821905720888	1.0426509244799818
149.0	0.1	1.1314530386717583	1.1245040578402268
1668.0	0.1	1.1196744233666747	0.8992262942083247
1686.0	0.0	1.2447310100969033	1.09907656626604
597.0	0.15	1.2201333820406248	0.9607241274191731
859.0	0.1	1.2522462008650281	0.9728557681755883
403.0	0.15	1.6732514084242447	0.9310502672255518
474.0	0.1	1.225116597376279	0.9980267805797488
954.0	0.1	1.4799444010025617	0.8232557847213129
923.0	0.15	1.1512605522628765	0.7215847294600066
579.0	0.15	1.2327362613312074	1.137442563523583
1258.0	0.1	1.2287677159050068	1.0126761854375816
1355.0	0.15	1.338950694299749	0.930716019570497
1322.0	0.1	1.3452755605937439	1.0913471960164136
824.0	0.1	1.1984367376777407	0.9552881245397145
853.0	0.05	1.158188585683961	0.9766139168233569
409.0	0.1	1.669629113979202	1.2273032960978527
929.0	0.1	1.2152149703774513	0.9871488561179157
573.0	0.05	1.1584225142885356	1.056352980994728
504.0	0.05	1.3404594525067892	1.1433554187495156
490.0	0.15	1.177320566332208	0.898752483690945
1225.0	0.15	1.089740407018174	0.9883270177245594
1252.0	0.1	1.3806202896671538	1.3287843881033652
1328.0	0.15	1.0382790414031027	0.6505642994848984
143.0	0.1	1.1968009327561688	1.104025887570778
134.0	0.15	1.4930713577897583	0.7162756795360661
1615.0	0.1	1.115253341570021	0.972898029169154
1662.0	0.1	1.1860120998564083	1.0067754051823206
308.0	0.0	1.0931889077303305	1.0116602804016812
272.0	0.05	1.0339232657509752	1.0080050834247118
391.0	0.1	1.2210346306598143	0.9966761693622961
205.0	0.1	1.246728340789449	1.1054494370098482
1524.0	0.1	1.3538685373166597	1.1146777064959357
1553.0	0.15	1.1905348158511087	0.7198798029543568
1429.0	0.1	1.153021130557128	1.0830101844572722
738.0	0.1	0.996941357562205	0.7016057017613246
92.0	0.05	1.1782052328535304	1.0911808429047816
642.0	0.05	1.1657964157942868	1.007958197640136
2.0	0.1	1.0818727748055785	1.111130939994807
635.0	0.15	1.4638053393826234	1.1101469369784518
1080.0	0.15	1.242453326085243	1.0640303328694698
1114.0	0.1	1.0863811680429611	1.1102030987238474
1163.0	0.1	1.2343898655857386	1.2585205619928876
1019.0	0.1	1.147568928275713	0.9281232448383808
76.0	0.1	1.147684128729145	1.0683409102621955
732.0	0.15	1.0775958672443484	1.0839555686253224
745.0	0.05	1.0269682257560966	0.5717047697013666
8.0	0.1	1.2566075848361016	1.0694129163896036
98.0	0.1	1.1674731909348102	1.5230174818119044
648.0	0.1	1.1680969312574971	1.1434800971551882
1169.0	0.1	1.5967825064124517	1.10847090825382
1064.0	0.2	1.1789382816363678	0.7006399676515136
1013.0	0.15	1.1378096809307148	0.8743297358293094
1187.0	0.05	1.259203418697101	1.0202579933881568
302.0	0.05	1.0831329380137127	1.0073416377676465
296.0	0.1	1.1436540715855075	1.0011981476278842
375.0	0.05	1.1536236934377202	0.9914121776448565
278.0	0.15	1.1309410250380676	0.9484323625000504
1559.0	0.15	0.953895194551168	1.125766942303936
1454.0	0.15	1.3559749820490075	0.9752861937063377
1423.0	0.1	1.203944458356178	0.9475377118366153
1389.0	0.1	1.3244365805724791	0.8808233393456774
1284.0	0.05	1.39913342450632	0.872426794702345
1310.0	0.1	1.1777980504860346	0.9934561012661819
1367.0	0.1	1.162494120507135	0.8020704268979534
446.0	0.1	1.1587324916549842	0.924761192616921
988.0	0.05	1.2137728852831964	0.9269152080120084
431.0	0.1	1.1140391075405174	0.7672896238378456
885.0	0.05	1.0298694482442707	1.0494298262166841
911.0	0.15	1.2140979480041376	1.0059323567665972
966.0	0.1	1.187097362137491	0.938025011040256
195.0	0.05	1.2719810215090261	0.9895635965609778
1650.0	0.1	1.093909132287374	0.8187479156329901
1627.0	0.1	1.484803522768465	1.265259349596925
106.0	0.15	1.054570786777372	0.9069307007699684
171.0	0.15	1.3755128530971272	1.27359873855395
1260.0	0.05	1.3140832260200987	0.677508591227593
1217.0	0.15	1.264331756844646	1.106768744704745
1383.0	0.1	1.1303798499166235	0.9246376887961096
861.0	0.1	1.2185304921886622	0.7684226470907588
816.0	0.1	1.578706082731131	0.7313077079160422
982.0	0.15	1.167804201753419	0.9828489220919849
536.0	0.05	1.1191617752334015	0.9950019199341795
541.0	0.1	1.1571011551230366	0.9513534359377004
1032.0	0.15	1.4189710940178715	1.4045883915818855
1045.0	0.2	1.24115490362506	0.9022429148173039
1148.0	0.1	1.1250793998143132	0.9785368689910063
669.0	0.1	1.0810149667161708	0.9812351145609669
20.0	0.15	1.1771181734175142	1.5865545861447998
764.0	0.15	1.1937128033950073	1.023116490114453
57.0	0.1	1.118803803914791	0.7922015045317021
713.0	0.05	1.26923089415489	1.1312769325528538
687.0	0.15	1.1155186163465296	1.0318824795918422
1402.0	0.1	1.244563384417889	1.2111158873862078
1596.0	0.1	1.2125786553417464	1.0480666750231307
1475.0	0.05	1.2260808150663849	1.201172319534255
1578.0	0.2	1.1587037943661476	0.6382624840171576
259.0	0.15	1.343120703150972	1.1137284875889994
354.0	0.05	1.088211376556735	0.6716930419618995
323.0	0.1	1.2118158951244082	1.0758033844733472
1408.0	0.05	1.2801220887950922	0.9433753143063355
1572.0	0.1	1.174704356618638	0.9523829420746438
1491.0	0.05	1.2850859749148869	1.49180578772937
1505.0	0.05	1.3669353154343558	0.8215425885568601
224.0	0.15	1.3266376127545152	1.2946069375702232
253.0	0.05	1.253217975049516	0.7261916679911197
329.0	0.2	1.3591450903794897	1.1921510077254829
1038.0	0.15	1.3114540552106446	0.9034413828063474
1142.0	0.1	1.096035334833095	0.9086481617549489
1135.0	0.15	1.279302074450469	0.7531169301997441
780.0	0.2	1.229843661147359	0.9900262525795948
614.0	0.05	1.2001611816873459	1.2284329519716415
663.0	0.1	1.2662177869961007	1.0136805979730334
719.0	0.15	1.1267801188422644	1.107400086507033
150.0	0.0	1.1784885699975332	1.0612195310199515
127.0	0.2	1.2382310040841555	1.1266130803173342
1606.0	0.2	1.178315261645934	1.0097560640245702
1671.0	0.15	1.0331667814253065	1.1384615778933145
560.0	0.15	1.0679955925083278	0.7929137943433385
517.0	0.15	1.2237160766668895	0.8672062530169894
483.0	0.1	1.2398433258652248	1.0105668794506368
837.0	0.2	1.1007985569378804	0.8592666504023012
840.0	0.15	1.076779435866217	1.0635450366733648
1236.0	0.15	1.2647829217642186	0.9841915142627545
1241.0	0.05	1.1870456733455863	0.7972832657634209
489.0	0.0	1.222886591223278	1.0438330972608039
947.0	0.1	1.235248762261312	0.8305225814620542
930.0	0.05	1.1224532959121836	1.0041178363283438
584.0	0.2	1.3481757881526821	1.1307913394105213
410.0	0.05	1.0641488698842865	0.7520623196054894
467.0	0.1	1.0897077371999901	0.8046616520517437
1346.0	0.1	1.158519079808688	0.8610460812137208
1331.0	0.1	1.3540226765007073	1.4287361689720373
388.0	0.15	1.2945523722743166	0.8982684577153914
311.0	0.1	1.0958690509020932	1.134699072151681
285.0	0.1	1.1615506766664168	0.5859520785827874
366.0	0.1	1.1118691698836691	1.0652956526715802
1447.0	0.1	1.2494285103362344	1.1909619428244531
1430.0	0.05	1.3185713252659055	1.4171954439153989
721.0	0.1	1.1919727674952991	1.000931707755401
65.0	0.15	1.2999464209961062	0.9575584714768011
756.0	0.1	1.0639347606004783	1.1516925308125026
12.0	0.1	1.238420963675098	1.1995967150621356
1077.0	0.1	1.2715299631380834	1.1211410416252445
1000.0	0.15	1.1439846273335972	0.8364596168399755
1194.0	0.15	1.0648202353115916	0.935786378053159
1099.0	0.05	1.2782626289575347	1.2602867631054466
81.0	0.05	1.3459269875343256	0.7873338315412051
651.0	0.05	1.1211935558360842	0.6971244417589199
626.0	0.1	1.289391697902854	1.036343716024165
18.0	0.1	1.1244089595063744	0.9062002665488003
1093.0	0.1	1.242740270317987	0.7281214482970492
1107.0	0.05	1.0386853731872903	0.9813252962537329
1170.0	0.15	1.246421221052701	1.138334356143603
261.0	0.1	1.37865467309259	1.0071640476391905
382.0	0.15	1.2113092423710443	1.0282815725743708
216.0	0.1	1.206037616673757	1.1323723074935756
1537.0	0.2	1.3460763872425316	1.2884504229414206
1540.0	0.1	1.383812018802257	1.463925892061208
1309.0	0.1	1.427395268786721	0.7462146271356742
1273.0	0.15	1.3613360332192974	0.9168384008371959
1204.0	0.15	1.2051616535315404	0.9542224979858211
1390.0	0.1	1.3095315469331144	1.1010332178628601
525.0	0.15	1.2898768463124317	0.5954479459298468
552.0	0.05	1.0865764580625894	1.0801425377606368
908.0	0.0	1.1236592308158728	0.8146877155371255
428.0	0.1	1.1494854550165852	1.151701461370303
872.0	0.15	1.279893168461864	1.1577121318814785
805.0	0.1	1.0792595263170779	0.9323111980449157
991.0	0.1	0.9418526682578293	0.9867257069558296
1643.0	0.05	1.0819404597084568	1.0777650047533303
1634.0	0.2	1.3988020596269564	1.0217926134898865
115.0	0.05	1.3273539823135503	1.1293185718608965
162.0	0.05	1.1219077575426148	0.9785954772342631
1649.0	0.15	1.1137516935891156	1.1850815510739956
